id;name;photo;born_mo;born_da;born_ye;born_bc;bornPlace;nationality;ethnicity;religion;education;career;titles;awards;died_mo;died_da;died_ye;died_bc;diedPlace;politicalParty;dob;aged;nationality;intro;activity
2311732;Gideon Zyl;https://prabook.com/web/*/2311732;June;3;1873;;Cape Town, City of Cape Town, South Africa;South Africa;;;;;;;November;1;1956;;;;June 3, 1873;83;South Africa;Gideon Brand van Zyl, PC was Governor-General of the Union of South Africa from 1945 to 1950. He was the first South African-born holder of the office. During the Anglo-Boer War (1899–1902), he was a legal adviser to the British War Office. In World ...;politician,governor
2311745;Gideon Ezra;https://prabook.com/web/*/2311745;;;1937;;Jerusalem, Jerusalem District, Israel;Israel;;;;;;;March;17;2012;;Jerusalem, Jerusalem District, Israel;Likud;June 30, 1937;74;Israel;Gideon Ezra was an Israeli politician. Ezra's family came originally as immigrants from Iraq and settled in Palestine. He worked for the Shin Bet from 1962 to 1995, After leaving the service, he became an advisor to then Minister of Internal Security ...;politician,geographer,knesset member
2312127;Gilbert Finn;https://prabook.com/web/*/2312127;September;3;1920;;Inkerman, New Brunswick, Canada;Canadian;;;"""Laval University""";;;Officer of the Order of CanadaOrder of Canada The Order of Canada is a Canadian national ordeThe Order of Canada is a Canadian national order, admission into which is the second highest honour for merit in the system of orders, decorations, and medals of Canada.;January;7;2015;;Moncton, Westmorland County, Canada;;September 3, 1920;94;Canadian;"Gilbert Finn, OC was a Canadian businessman and was the 26th Lieutenant Governor of New Brunswick from 1987 to 1994. With, Acadian Cooperative Movement, 1948-1963; vice president Caisse populaire de St. Anselme, Acadian Cooperative Movement, ...";politician,governor
2312146;Gilbert Sharp;https://prabook.com/web/*/2312146;February;19;1894;;;British;;;"""Fitzwilliam College""";;;;November;1;1968;;;Conservative;February 19, 1894;74;British;Gilbert Granville Sharp, was a British Liberal Party politician and barrister. President of Cambridge Union, 1921. They had one daughter. He was in Military Service, 1914-1918, Public Schools Battalion and 2nd Scottish Border Regiment, Lieutenant, ...;politician,commissioner,general,president,barrister
2312162;Gilbert Heathcote;https://prabook.com/web/*/2312162;July;29;1867;;London, United Kingdom;United Kingdom;;;Eton College//Trinity College;;;;September;29;1951;;;Conservative Party;July 29, 1867;84;United Kingdom;Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster Knight Grand Cross of the Royal Victorian Order Justice of the Peace Doctor of Laws, known as Lord Willoughby de Eresby from 1892 to 1910, was a British Conservative politician. In 1894 he ...;politician
2312177;Gilbert McIntyre;https://prabook.com/web/*/2312177;February;17;1852;;St. Mary's, Canada West;Canada;;;;;;;December;1;1913;;;Liberal Party;February 17, 1852;61;Canada;Gilbert Howard McIntyre was a Canadian politician. A pharmacist, he was also a private banker and an exporter of Canadian produce. He was first elected to the Canadian House of Commons at the general elections of 1904 for the electoral district of ...;politician,congressman
2312786;Kim Doo-kwan;https://prabook.com/web/*/2312786;April;10;1959;;;South of Korea;;;"""Dong-A University""";;;;;;;;;Democratic Party;April 10, 1959;;South of Korea;Kim Doo-kwan is a South Korean Democratic United Party politician and former civil servant, the present governor of South Gyeongsang Province. He was elected governor in the 2010 local elections as an independent after two previous unsuccessful ...;politician,governor,minister,civil servant
2313016;Genezjusz Garcia;https://prabook.com/web/*/2313016;;;1945;;San Nicol?s de los Arroyos, Buenos Aires Province;Argentina;;;"""National University of C?rdoba""";;;Order of Isabella the Catholic?;;;;;;Justicialist Party;1945;;Argentina;Gin?s Gonz?lez Garc?a is a medical doctor and was the Minister of Health and Environment of Argentina during the administrations of Presidents Eduardo Duhalde and N?stor Kirchner. He first entered public service as the Minister of Health of Buenos ...;politician,diplomat,physician
2313064;Giga Bokeria;https://prabook.com/web/*/2313064;April;20;1972;;Tbilisi, Georgia;Georgia;;;"""Tbilisi State University""";;;;;;;;;United National;April 20, 1972;;Georgia;Giorgi Bokeria is a Georgian politician and was the secretary of the National Security Council of Georgia from November 2010 to November 2013. He is one of the leaders of the United National Movement. In 1992, he began working as a journalist, in ...;politician,journalist
2313145;Giorgi Dzotsenidze;https://prabook.com/web/*/2313145;February;23;1910;;Kutaisi, Imereti, Georgia, United States;Soviet Union;;;;;Doktor Nauk in Geology;"State Stalin Prize; Order of Lenin; Order of the October Revolution; Order of the Red Banner of LabourOrder of the Red Banner; the State Prize";March;5;1976;;Tbilisi, Georgia;Communist Party;February 23, 1910;66;Soviet Union;Giorgi Samsonovich Dzotsenidze – 5 May 1976. As a scientist, he was Academician of the Academy of Sciences of the Union of the Soviet Socialist Republics and vice-president of the Georgian Academy of Sciences. Dzotsenidze was born in a peasant family ...;politician,geologist,secretary
2313367;Giorgos Stathakis;https://prabook.com/web/*/2313367;November;8;1953;;Chania, Greece;Greece;;;"""University of Crete""";;;;;;;;;SYRIZA;November 8, 1953;;Greece;Giorgos Stathakis is a Greek politician and economist. From 27 January to 28 August 2015, he served as the Minister of Economy, Infrastructure, Shipping and Tourism in the cabinet of Alexis Tsipras. Stathakis is a professor of political economy at ...;politician,economist,university professor
2313734;Giovanni Dolfin;https://prabook.com/web/*/2313734;;;1303;;Venice, Province of Venice, Italy;Republic of Venice;;;;;;;July;12;1361;;Venice, Province of Venice, Italy;;1303;58;Republic of Venice;Giovanni Dolfin, also known as Giovanni Delfino or Delfin was the fifty-seventh Doge of Venice, appointed on August 13, 1356. Despite his value as general, during his reign Venice lost Dalmatia. He was blind from one eye after a wound received in ...;politician,diplomat,doge of venice
2313830;Giovanni Cornaro;https://prabook.com/web/*/2313830;August;4;1647;;;Republic of Venice;;;;;;;August;;1722;;;;August 4, 1647;75;Republic of Venice;"Giovanni II Cornaro, sometimes Corner was a Venetian nobleman and statesman; he served as the 111th Doge of Venice from 22 May 1709 until his death. Cornaro was born and died in Venice. a career statesman from a noble family. During his time as Doge ...";politician,doge of venice
2313994;Giovanni Mocenigo;https://prabook.com/web/*/2313994;;;1409;;;;;;;;;;September;14;1485;;Santi Giovanni e Paolo, Venice, Italy;;1409;76;Republic of Venice;Giovanni Ser di Mocenigo, Jr. , Pietro Mocenigo's brother, was doge of Venice from 1478 to 1485. He fought at sea against the Ottoman Sultan Mehmed II and on land against Ercole I d'Este, duke of Ferrara, from whom he recaptured Rovigo and the Polesine.;politician,doge of venice
2314003;Giovanni Soranzo;https://prabook.com/web/*/2314003;;;1240;;Burano, Italy;Republic of Venice;;;;;;;December;31;1328;;Venice, Province of Venice, Italy;;1240;89;Republic of Venice;Giovanni Soranzo was a Venetian statesman who served as the 51st Doge of Venice. He ascended to the position on July 13, 1312, and served until his death. Soranzo was succeeded as Doge by Francesco Dandolo.;politician,doge of venice
2314895;Giuseppe Scopelliti;https://prabook.com/web/*/2314895;November;21;1966;;Reggio Calabria, Province of Reggio Calabria, Italy;Italy;;;;;;;;;;;;The People of Freedom;November 21, 1966;;Italy;Giuseppe Scopelliti is an Italian politician and a member of The People of Freedom political party. Scopelliti was elected President of Calabria in the 2010 Calabrian regional election, ousting his predecessor, incumbent President Agazio Loiero of ...;politician,journalist,mayor
2314962;Giustino Fortunato;https://prabook.com/web/*/2314962;September;4;1848;;Rionero in Vulture, Province of Potenza, Italy;Italy;;;;;;Order of Saints Maurice and Lazarus;July;23;1932;;Naples, Province of Naples, Italy;;September 4, 1848;83;Italy;Giustino Fortunato was an Italian historian and politician. After the degree, he founded the journals Unit? Nazionale and Patria. In May 1880, he was elected to the Italian Chamber of Deputies. Fortunato, along with other politician like Pasquale ...;politician,historian
2315206;Gleisi Hoffmann;https://prabook.com/web/*/2315206;September;6;1965;;Curitiba, Parana, Brazil;Brazil;;;;;;Chief of Staff;;;;;;Workers' Party;September 6, 1965;;Brazil;"Gleisi Helena Hoffmann is a lawyer and Brazilian politician. Born into a religious family of German origin, she began her involvement in politics in the student movement during her youth, becoming a Partido dos Trabalhadores"" member in 1989. Known ...";politician,lawyer
2315232;Glen Bradley;https://prabook.com/web/*/2315232;September;11;1973;;;American;;;"""Southeastern Baptist Theological Seminary""";;;;;;;;;Republican Party;September 11, 1973;;American;Glen Bradley is a former member of the North Carolina House of Representatives. A Republican, he represented the 49th District of North Carolina for one term. Bradley previously served as a US Marine Corps Corporal/Intelligence Analyst from 1993-1997.;politician,congressman
2316434;Golap Borbora;https://prabook.com/web/*/2316434;August;29;1925;;Golaghat;India;;;"""University of Calcutta""";;;;March;19;2006;;;Janata Party;August 29, 1925;80;India;"Golap Borbora was a chief minister of Indian state of Assam from 1977 to 1979. Emp\r\n He was the first non congress chief minister of Assam. In free India he was arrested in 1975 for opposing Indira Gandhi""s regime in the emergency in 1975 and spent ...";politician
2316560;Gonzalo Gonzalo;https://prabook.com/web/*/2316560;March;10;1955;;Lima, Peru;Peru;;;;;;;;;;;;;March 10, 1955;;Peru;Gonzalo Alfonso Guti?rrez Reinel is a Peruvian diplomat. He was ambassador to China and he is Minister of Foreign Affairs under President Ollanta Humala from 23 June 2014.;politician,diplomat
2316999;Gordon Forster;https://prabook.com/web/*/2316999;April;30;1884;;;Canada;;;;;;;July;23;1964;;;United Farmers of Alberta;April 30, 1884;80;Canada;Gordon Alexander Forster was a provincial politician from Alberta, Canada. Forster ran for a seat to the Alberta Legislature in the 1921 Alberta general election as a United Farmers candidate in the electoral district of Hand Hills. He defeated ...;politician
2317314;Gordon Hultquist;https://prabook.com/web/*/2317314;;;1904;;Bunbury, Western Australia;New Zealand;;;;;;;November;1;1941;;;New Zealand Labour Party;1904;37;New Zealand;"Axel Gordon Hultquist, known as Gordon Hultquist was a New Zealand politician of the Labour Party. Hultquist was on John A. Lee""s campaign committee in 1931. He represented the Bay of Plenty electorate from the 1935 general election to 1941. A ...";politician
2317330;Gordon Linton;https://prabook.com/web/*/2317330;March;26;1948;;;American;;;;;;;;;;;;Democratic Party;March 26, 1948;;American;Gordon J. Linton is a former Democratic member of the Pennsylvania House of Representatives. From 1993 to 1999, Linton was the head of the Federal Transit Administration, a position officially known as Administrator.;politician,congressman
2318565;Ernst Graf;https://prabook.com/web/*/2318565;;;1766;;Osnabr?ck, Lower Saxony, Germany;Germany;;;;;;;March;20;1839;;Hanover, Hanover region, Germany;;March 1, 1766;73;Germany;Graf Ernst Friedrich Herbert zu M?nster was a German statesman, politician and minister in the service of the House of Hanover. He entered the public service in the Electorate of Hanover. One of his first tasks was to bring Prince Augustus Frederick, ...;politician,diplomat
